Date;moy
2010-01-04T19;7.10000000000002300000
2010-01-05T01;3.20000000000001702500
2010-01-06T01;-1.69999999999998865000
2010-01-07T01;2.33333333333335236666
2010-01-07T01;9.30000000000001100000
2010-02-28T01;11.60000000000002250000
2010-03-01T01;9.82500000000001712500
2010-03-01T01;13.00000000000000000000
